0	Parenting is a multifaceted and complex process involving a wide range of knowledge, skills, experiences and activities to encourage childrens development. Indeed, Zigler (1995, p. xi) calls parenting the most challenging and complex of all the tasks of adulthood. Parenting is a major source of identity that profoundly shapes life experiences; however, little sociological work has been done to understand parental satisfaction with their parenting experiences. Existing research has yielded contradictory results, since parents seem to experience both high degrees of personal satisfaction and negative effects on both their satisfaction with life in general and their psychological well-being (Rogers and White 1998; Arendell 1997; Goetting 1986; McLanahan and Adams 1987).  This paper complements previous research by providing rich qualitative data about the nature and meaning of parental satisfaction. It develops a grounded theory of what parents enjoy about parenting, based upon interviews with 32 parents from diverse race and class backgrounds. Parental enjoyment involved five themes, including connecting in interactions with children; profoundly affecting childrens lives; having fun adventures; spending special time doing daily activities where they felt close to their children; and being challenged to learn about themselves and their children by trying new things.
1	Sociologists of religion have often connected secularization to science, but have rarely examined the role of religion in the lives of scientists or how the sciences have changed religiously over time. Here we address this shortcoming by comparing religiosity between two samples of elite academic natural and social scientists, one in 1969 and one in 2005. Findings show an overall decline in religiosity among university scientists as well as a change in their religious composition. Attendance rates were lower for social scientists in 1969 compared to natural scientists, but in 2005 growing parity in attendance occurred between the two fields. Findings also show a decline in the proportion of Protestant scientists and a growth in Catholic scientists. Demographic factors associated with religiosity in the general population, with the exception of age and having children, had no impact among elite academic scientists. Overall, findings challenge and revise older studies on the role of religion in the lives of scientists. Specific results are connected to theories that pose science as a master identity, which may be mitigated by some institutionalized aspects of religion. They also lead to new directions in the sociology of religion that take seriously the role of religion in the lives of elites and connect societal religious changes to differences between institutional spheres, particularly those, such as the academy, that play a leadership role in society.
1	Research on racial-ethnic portrayals in television crime news is limited and questions remain about the sources of representations and how these vary for perpetrators versus victims. We draw from power structure, market share, normal crimes, racial threat, and racial privileging perspectives to further this research. The reported race or ethnicity of violent crime perpetrators and victims are modeled as functions of: (1) situational characteristics of crime stories and (2) contextual characteristics of television market areas. The primary data are from a stratified random sample of television newscasts in 2002-2003 (Long et al. 2005). An important innovation of our work is the use of a national, more generalizeable, sample of local news stories than prior researchers who tended to focus on single market areas. Results indicate that both the context of the story itself and the social structural context within which news stories are reported are relevant to ethnic and racial portrayals in crime news. We find limited support for power structure, market share, normal crimes, and racial threat explanations of patterns of reporting. Racial privileging arguments receive more extensive support.
0	Low-income women are often treated as a homogenous category. For example, research shows that low-income women as a group are at greater risk of having no or inadequate insurance. Yet welfare reform illustrates the diversity of low-income women’s experiences; while some low-income women have gained new access to private insurance since 1996, others have lost access to both public and private insurance. Prior research suggests that continuity of coverage shapes women’s health, but how might unstable work, family, welfare and health insurance factors differentially affect categories of low-income women? Results from a logistic regression analysis of 1,662 women from 1999-2005 provide evidence of a hierarchy of risk among low-income women. Compared to those with stable welfare, work, and family attachments, low-income women who experience welfare, work, and family changes over time are at greater risk of being uninsured or having unmet health needs. Results suggest that poor women’s reliance on public insurance creates different risks for them than their near-poor peers who rely on private insurance. I argue that recent health care reforms have the potential to significantly improve low-income women’s access to insurance, thereby altering the hierarchy of risks low-income women face under the status quo.
1	The purpose of this paper is to provide a comparative analysis of three different modeling approaches for exploring structural theories of violence. Specifically, ordinary least squares regression, geographically weighted regression and data envelopment analysis will be utilized to evaluate violent crime. This type of analysis expands upon traditional theory testing by deepening our understanding of differences in crime generation and its underlying demographic and socio-economic stimuli via different methodological lenses. A case study for the city of Cincinnati, Ohio is presented and the results suggest that a combination of approaches is likely the best strategy for evaluating violence in urban areas. 
0	This article considers the impact of electoral systems on the structure of politics by exploiting a natural experiment -- the transformation of the Italian political system from pure proportional representation to a mixed proportional/first-past-the-post system. The mixed system is shown to amplify thew perverse characteristcs of each electoral regime; yielding an explosion in the number of parties, a complete transformation of the structure of alliances, and a murky non-ideological politics in which all parties rush to the center of the political landscape, giving rise to a gigantic interconnected component of linked parties.
1	"During China's Cultural Revolution, a large proportion of urban youth were forced to go to the countryside as a result of the state's ""send-down"" policy. Past research has been ambivalent about the long-term social consequences for the Chinese youth who experienced send-down. Some scholars have suggested that the send-down experience may have yielded beneficial effects. To test this claim, we analyze data from the Survey of Family Life in Urban China, which we conducted in three large cities in 1999. Questions available in this data set allow us to ascertain the send-down experience of both the respondent and a sibling and educational attainment at the times of send-down and return. Our analyses of the new data show that the send-down experience does not seem to have benefited the affected Chinese youth. Differences in social outcomes between those who experienced send-down and those who did not are either non-existent or spurious due to other social processes. (c) 2007 Elsevier Inc. All rights reserved."
0	Activities, like child beauty pageants and enrichment learning classes, have attracted a great deal of media attention, usually depicted as examples of parental exploitation and self-fulfillment.  What is not often portrayed is the self-sacrifice on the part of the parents and the discipline required of the children.  This paper explores the question of why parents enroll their children in these activities, based on evidence from four years of fieldwork and in-depth interviews (n=68). The selection of these two groups of parents for study may seem surprising given the presumably vast differences between parents who enroll their children in beauty pageants and those who enroll their children in enrichment courses. But, as I will show, these parents are not entirely different, especially because their underlying motivations are the same, which are to teach their children how to succeed in an increasingly competitive, hierarchical, adult society.  Most importantly though, I identify a parental worldview based on the socialization model of Melvin Kohn that stresses the importance of particular skills that parents believe children need to acquire in order to attain personal and professional success.  In the end I suggest a typology of organized childrens activities to help guide further research.
1	"Using growth curve modeling techniques, this research investigates whether military spending improved or worsened the economic well-being of citizens within the American states during the post-Vietnam War period. We empirically test the military Keynesianism claim that military spending improves the economic conditions of citizens through its use by politicians as a countercyclical tool to reduce the negative effects of economic downturns. However, due to deindustrialization and the emergence of the ""new military,"" there are reasons to believe that military spending will not effectively improve economic well-being during the post-Vietnam War era. Using longitudinal data we find that states with high levels of military spending are better equipped to stave off the deleterious effects of economic recession than are states with lower levels of military spending."
0	Travel ties the global economy with culture, social relations and national images. Although research on it is widespread, macro-structural analysis is largely absent. This article uses an original data set collected from the UNWTO, IMF, World Bank, and UNESCO in order to analyze its global structure and discovers its deep asymmetries – travel is not in fact global but occurs within and between relatively few countries. The degree to which globalized travel is concentrated among a handful of countries is surprising and not obvious. Furthermore, I find that the effects of globalization are neither universal nor consistent but depend upon the identities of countries involved and their relationships with one another. Although inequality differs depending on the relationship, institutional links and cultural wealth are significant across all models.
0	The debates about the relationship between Islam and feminism are lengthy and complicated. It is often assumed that religion that takes on particularly pious forms necessarily contributes to conservative politics. So, what are the implications for womens movements of the more pious forms of Islam that have emerged in the past quarter century? And does pious Islam always produce anti-feminist politics? This paper, based on ethnographic research, argues that Indonesian Muslim women activists draw inspiration from Islam for a variety of political reform projects. These women activists, with their twin attachments to political activism and to religion, embody the new pious Indonesian Islam, whether they are feminist or not, liberal or conservative. For these women, Islam is a crucial resource for political mobilization. Islam also supplies educational and career opportunities and provides motivation for their beliefs about democracy and gender equality. Some women activists see no inherent contradictions between feminist ideas and Islam, because gender equality is central to their notions of being pious Muslims. The Indonesian women I studied reveal that their political action is not an instrumental extension of faith, but an expression of their religiosity itself.
0	In 2009, the Anti-Homosexuality Bill was filed in the Ugandan Parliament. This bill would grant the death penalty for homosexuality in some cases, and life imprisonment in others. The LGBT rights and Anti-Homosexuality movements in Uganda are both part of transnational advocacy networks with connections to Western countries including the United States. As such, they provide a case study of opposing transnational social movements that are engaged in strategic framing struggles. Given that Uganda is a postcolonial sovereign state, the accusation of having politics that are operating under excessive “Western influence” has become an immense liability for both movements. This character of political culture has been exploited in strategic framing, with each movement attempting to paint the other as a pawn of the West. This dynamic has required movements to downplay their own transnational ties, as they emphasize those of the opposition. It has also complicated the efficacy with which movements can deploy “boomerang strategies.” A shift in the political opportunity structure in the Ugandan Ministry of Health has provided an opportunity for LGBT rights activists to alter framing to the domain of public health, and the anti-homosexuality movement has responded in turn. Nonetheless, the Anti-Homosexuality Bill remains pending.
1	We examine the influence of an interstate network created by intergovernmental organizations (IGOs) on the global diffusion of democracy. We propose that IGOs facilitate democracy's diffusion by transmitting information between member states and by interpreting that information according to prevailing norms in the world society, where democracy is viewed as the legitimate form of government. We employ a network autocorrelation model to track changes in democracy among all of the world's countries from 1815 to 2000. We find that democracy does diffuse through the IGO network and that the influence of democratic countries is stronger than that of undemocratic countries. Evidence indicates that the IGO network serves as a basis for normative diffusion. This is an important contribution to sociological accounts of globalization, which tend to emphasize diffusion divorced from network structure or diffusion dependent on the coercive influence of a small set of international organizations.
0	This paper attempts to explain the generation of emotionsthe formations of emotional syntaxby synthesizing Durkheimian ritual theory and Freudian psychoanalytic model.  In this attempt, contemporary theories of emotions, (1) Randall Collins interaction rituals theory, (2) Jonathan Turners evolutionary perspective, and (3) Thomas Scheffs psychoanalytical approaches are applied.  The objective of this paper is to present an idea and model for finding patterns of what Turner calls emotional syntax in empirical encounters.  Finding these patterns of how people present their emotions in encounters has theoretical implications to explain the effects of emotions for social solidarity.  In particular, the study would contribute to the understanding of how positive and negative emotions effect social solidarity.
0	This paper examines one way in which to demonstrate to introductory students the notion of public sociologies.  Exposing students, as early as possible, to the value and strength of sociology in action ultimately facilitates students understanding of the discipline in a way that is engaging, compelling and even at times, ambiguous.    One Introduction to Sociology class (50 students) was paired with 50 agencies in the immediate and surrounding community of Brunswick, ME.  The community agencies were selected by working with the Community Service Resource Center at Bowdoin College.  The Center, only three years old, was struggling to adequately assess the needs of the community agencies and to work with faculty to establish relationships which could fuel stronger campus-community connections.  Introductory students compiled a survey tool by which to ask agencies their needs and interests in working with Bowdoin College.  Furthermore, students then interviewed agency members and conducted field research on the agency, its mission, its immediate research needs and its long- term goals and objectives.    This data was compiled and delivered to the Community Service Research Center, which has used the data to assist agencies and faculty in forging relationships for service, research and community based learning.    For purposes of teaching introductory sociology students this exercise helped to demonstrate the value of sociology as a public good and has given students an important educational experience in understanding the connection between classroom and community.
1	Previous studies suggest that there are strong differences in the rates of youth poverty across European countries. Rather surprisingly, it is found to be high in Scandinavian countries, and relatively speaking, lower in Mediterranean and Anglo-Saxon countries. This somewhat unexpected finding prompts the question whether the incidence of poverty is an appropriate measure of youth disadvantage. Instead of considering poverty rates we consider the length of recorded poverty spells, taking into account explicitly the temporal sequencing of the episodes of poverty. Using the European Community Household Panel, individuals are classified into different groups of poverty permanence, each reflecting severity of social disadvantage. Based on these categories we implement a generalized ordinal logit model to assess the various factors associated with social disadvantage among youth. We find that cross-national patterns differ from those found in previous studies. In particular from our findings it does not result that poverty is highest among young people in Social Democratic countries. Our analysis shows important gender differences, though they are not the same across the countries included in the study. For some countries it turns out that being a woman is a protective factor against long-term poverty. As previous studies suggests, young individuals' living arrangements matter. 
0	Comparing neighborhood efforts to oppose gentrification in the Mission District and West Oakland areas of the San Francisco Bay Area, this paper presents a new twist to a classic debate in the social movement literature between whether movements have more to gain from winning the support of political elites who control material resources, versus mobilizing the discontent of the downtrodden masses to disruptive action.  Framing theories have not yet directly addressed this debate between resource mobilization theorists and their critics from the mal-integration perspective (i.e., Piven and Cloward).  The Mission District adopted a radical frame of communitarian class struggle that alienated elites, yet mobilized its base into a mass movement.  In contrast, the West Oakland movement, which gained elite support while its base remained apathetic, employed a liberalist frame, emphasizing individual-level solutions within the market.  Applying the discursive opportunity structure concept to analyzing these two cases, I suggest that 1) poor peoples movements face a trade-off between resonant frames likely to garner elite support versus radical frames that tap into mass discontent; and 2) anti-gentrification movements and other local efforts to respond to globalization may find that the more radical communitarian frame carries more potential for catalyzing social change than the more resonant liberalist frame.
1	"Furstenberg et al. (1995) suggested that one unanticipated consequence of current high levels of divorce might be a ""matrilineal tilt"" in intergenerational wealth flows. This research uses six waves of the Health and Retirement Survey (1992 to 2002) to investigate this possibility with respect to financial transfers from parents to their adult children. We find that although divorced single fathers continue to make transfers to their adult biological children, remarriage substantially reduces fathers' transfers while it increases mothers' transfers to their biological children. Our findings are consistent with both socio-evolutionary and exchange theories predicting women's vs. men's investments in biological vs. stepchildren."
1	"We analyzed data from 50 states and the District of Columbia from 1960 to 2005 to study how the unemployment rate and the divorce rate are related. Unemployment is positively related to divorce in a bivariate analysis, but the association is not significant when state and year fixed effects are included in the statistical model. When the sample is divided into time periods, unemployment is negatively and significantly associated with divorce after 1980. These findings provide the strongest support for a ""cost of divorce"" perspective and suggest that a high rate of unemployment decreases the rate of divorce, net of unobserved time-invariant state characteristics and period (year) trends. (c) 2011 Elsevier Inc. All rights reserved."
1	"This paper provides new estimates of Hispanic-white residential segregation in new destinations and established Hispanic places. New Hispanic destinations are defined broadly to include metropolitan Cities, Suburban places, and rural communities with unusually rapid Hispanic growth rates. The analysis is framed with the spatial assimilation and place stratification perspectives and is based on block data from the 1990 and 2000 decennial censuses. The analysis confirms our basic hypothesis - that Hispanics are highly segregated in new Hispanic destinations. often at levels greatly exceeding those in established places. Hispanic suburbanization or exurbanization into new destinations is no marker of spatial assimilation. Consistent with the place stratification perspective, differences in Hispanic-white segregation between new destinations and established Hispanic areas cannot be explained by place-to-place differences in ecological location, Population composition, economic growth, employment, or Hispanic-white income inequality. Hispanic segregation in new destinations is especially sensitive to the size of the foreign-born Population and to preexisting ""minority threats"" in communities with large black populations. Segregation levels in new destinations also are less responsive to income disparities between Hispanics and whites; economic assimilation does not insure Hispanic spatial assimilation. Understanding how newcomers are spatially incorporated in new destinations will be a continuing challenge for scholars concerned about the spatial diffusion and apparent geographic balkanization of America's growing Hispanic Population. "
1	The relative income or income status hypothesis implies that people should be happier when they live among the poor. Findings on neighborhood effects suggest, however, that living in a poorer neighborhood reduces, not enhances, a person's happiness. Using data from the American National Election Study linked to income data from the U.S. census, the authors find that Americans tend to be happier when they reside in richer neighborhoods (consistent with neighborhood studies) in poorer counties (as predicted by the relative income hypothesis). Thus it appears that individuals in fact are happier when they live among the poor, as long as the poor do not live too close.
0	This article examines internal dissent (i.e., infighting), a ubiquitous empirical reality in political organizing, to advance a theoretical impasse in the sociology of culture related to the abstract nature of how culture works. The data comprise 1191 newspaper articles, 44 interviews, and hundreds of archival documents that compare infighting across previously unstudied cases of mass protest, namely, 2 lesbian and gay Marches on Washington punctuating a period of 20 years. Analyses reveal that activists use infighting as a cultural carrier to transport ideologies of political organizing. The mechanism by which this occurs is the coupling of infighting with a series of recurring organizing tasks. This coupling concretizes cultural concerns, imbuing logistical decisions with symbolic carrying capacity that gives voice to conversations of identity and strategy once perceived as ineffable. This concretization mechanism opens up a theoretical space that releases the concept of culture from its status as an amorphous, indescribable mist which swirls around society members, in Gary Alan Fines famous words.
0	This exposition analyzes lesbian, gay, bisexual, transgender and queer subculture(s) in terms of the reproduction of gendered hierarchies and stratification that mirrors the dominant, heteronormative Western culture. It is found in literature pertaining to identitiy politics and the body politic which LGBTQ subcultures utilize in attempts to resist dominant culture, hierarchies that reproduce and cater to heteronormatives are found pervasive. Utilizing the theories of Pierre Bourdieu, reproduction of gendered stratification is found in habitus and fields through cultural restraints, practices as a means of capital, ownership of LGBTQ identities as specialization, and the marketing of the Queer as a rational, money-making means.
1	Acceptance by the dominant group reveals the current standing of racial groups in the U.S. hierarchy, as well as the possibility for assimilation. However, few researchers have addressed the gendered nature of racial preferences by whites. We examine whites' exclusion of blacks, Latinos. Asians, Middle Easterners, East Indians and Native Americans as possible dates, using a sample of profiles collected from an internet dating website. We find that white men are more willing than white women to date non-whites in general, yet, with the exception of their top two preferences for dates, whites and Latinos, the racial hierarchies of males and females differ. Among daters with stated racial preferences, white men are more likely to exclude blacks as possible dates, while white women are more likely to exclude Asians. We argue that exclusion relates to racialized images of masculinity and femininity, and shapes dating and marriage outcomes, and thus minority groups' possibilities for full social incorporation. 
0	Much existing work in the sociology of culture assumes actor motivations of status and domination.  This tradition highlights important notions of power and inequality, yet it elides those moments when people deploy culture, not only in some social mobility project, but to connect to others.   Based on a three-year ethnography of childrens consumer culture in three diverse communities, I argue that children use commodified goods and experiences less to triumph over others than to belong  both to connect to others, and to achieve a fundamental visibility in their social worlds.  Using insights from Goffman and Randall Collins, I find the children use processes of facework to manage their differences from others, including their differences in commodity possession.
1	"This article examines the origins of tax systems. Through a historical comparison of France and the United States, and analysis of several shadow cases, the article explains why the United States has relied more heavily on progressive income taxation than France, which has favored regressive sales taxes. This study traces the origins of these two tax systems to the early 20th century, arguing that decisions about tax structure were shaped by resistance to the concentration of economic power in the United States and the centralization of state power in France. In the United States, the rapid concentration of economic power in the late 19th century spurred a political movement for a tax with clear redistributive purposes. In France, resistance to the centralization of state power and concomitant fears of ""fiscal inquisition"" weakened the drive for an effective income tax, leaving the state to rely on consumption taxes to meet its revenue needs. These 19th-century movements of resistance to modernization shaped the foundations of contemporary political economy."
1	This research investigates the child care preferences of poor White, African American and Hispanic parents. Using the factorial survey method, this research examines the impact of race and ethnicity on child care preferences and definitions of child care quality. The findings do not support the conclusion that race and ethnicity are a major source of division in preferences for child care. Rather there was consensus around desired core care attributes associated with child care quality. Across racial and ethnic lines, parents wanted safe and regulated care that was evaluated by a government agency with warm and trained caregivers. Findings suggest that differences in child care use by race and ethnicity may not be due to different preferences for particular types of care, but for bundles of care characteristics people may believe are associated with particular care situations. Different child care choices may not stem from cultural differences, but more from market constraints and lack of information. 
0	I examine patterns of educational and social background of the elite over time as well as the effects of social and educational background on stratification within the corporate elite. I ask: Are some fields more likely pathways to the inner circle membership than others? Is there educational stratification by field of study? I investigate associations between education, social background, and inner circle membership using data on members of the Finnish corporate elite in 1980, 1992, and 2004. Using loglinear models, I find that the association between social background and elite changes over time. The proportion of Swedish-speaking elite members plummets over time, while the share of foreign directors soars. Moreover, I find significant changes in the educational background of the elite. Most notably, there is a steep decline in the proportion of lawyers, and a rise in the share of elite members with degrees in business or engineering. I find an association between education and inner circle membership. Social background, however, has no significant effect on elite stratification. In other words, social origin may provide differential access to the elite, but no additional advantages once in the elite.
